,support,itemsets
884,0.01559150263106607,"frozenset({'black faux leather short coat', 'violet bengaline culottes'})"
885,0.010134476710192944,"frozenset({'violet frise kimono dress', 'black faux leather short coat'})"
886,0.015201715065289417,"frozenset({'black faux leather short coat', 'violet georgette doll dress'})"
887,0.011693626973299552,"frozenset({'violet georgette long sleeve', 'black faux leather short coat'})"
888,0.02825959851880725,"frozenset({'black faux leather short coat', 'violet georgette short sleeves'})"
889,0.020853634769050867,"frozenset({'black faux leather short coat', 'violet georgette sleeveless'})"
890,0.020074059637497563,"frozenset({'black faux leather short coat', 'violet lurex solid color top'})"
891,0.017345546677061,"frozenset({'black faux leather short coat', 'violet nice long sleeve'})"
892,0.013252777236406159,"frozenset({'white cotton printed shirt', 'black faux leather short coat'})"
893,0.016176183979731047,"frozenset({'white georgette long sleeve', 'black faux leather short coat'})"
894,0.02962385499902553,"frozenset({'white georgette short sleeves', 'black faux leather short coat'})"
895,0.03254726174235042,"frozenset({'white georgette sleeveless', 'black faux leather short coat'})"
896,0.02026895342038589,"frozenset({'white matte jersey printed shirt', 'black faux leather short coat'})"
897,0.013447671019294484,"frozenset({'black faux leather short coat', 'white silky satin culottes'})"
898,0.02026895342038589,"frozenset({'black faux leather short coat', 'white tulle patterned top'})"
899,0.020463847203274217,"frozenset({'black faux leather short coat', 'yellow georgette short sleeves'})"
900,0.027869810953030597,"frozenset({'black georgette doll dress', 'black foam rubber long coat'})"
901,0.01832001559150263,"frozenset({'black georgette long dress', 'black foam rubber long coat'})"
902,0.0286493860845839,"frozenset({'black georgette long sleeve', 'black foam rubber long coat'})"
903,0.02163320990060417,"frozenset({'black foam rubber long coat', 'black georgette short sleeves'})"
904,0.01598129019684272,"frozenset({'black foam rubber long coat', 'black georgette sleeveless'})"
905,0.02163320990060417,"frozenset({'black matte jersey solid color top', 'black foam rubber long coat'})"
906,0.024751510426817384,"frozenset({'black milano stitch culottes', 'black foam rubber long coat'})"
907,0.04326641980120834,"frozenset({'black nice long sleeve', 'black foam rubber long coat'})"
908,0.019099590723055934,"frozenset({'black nice short cardigan', 'black foam rubber long coat'})"
909,0.027480023387253947,"frozenset({'black scuba crepe culottes', 'black foam rubber long coat'})"
910,0.010914051841746248,"frozenset({'black scuba crepe doll dress', 'black foam rubber long coat'})"
911,0.010719158058857923,"frozenset({'black scuba crepe long sleeve', 'black foam rubber long coat'})"
912,0.03625024361722861,"frozenset({'black foam rubber long coat', 'black technical culottes'})"
913,0.028064704735918926,"frozenset({'blue dark jeans culottes', 'black foam rubber long coat'})"
914,0.011888520756187878,"frozenset({'black foam rubber long coat', 'blue heavy jeans culottes'})"
915,0.022022997466380822,"frozenset({'blue light jeans culottes', 'black foam rubber long coat'})"
916,0.011498733190411226,"frozenset({'brown acrylic kimono dress', 'black foam rubber long coat'})"
917,0.0113038394075229,"frozenset({'brown nice long sleeve', 'black foam rubber long coat'})"
918,0.010719158058857923,"frozenset({'green bengaline culottes', 'black foam rubber long coat'})"
919,0.011108945624634574,"frozenset({'grey acrylic kimono dress', 'black foam rubber long coat'})"
920,0.014032352367959463,"frozenset({'grey nice long sleeve', 'black foam rubber long coat'})"
921,0.0113038394075229,"frozenset({'violet georgette doll dress', 'black foam rubber long coat'})"
922,0.010134476710192944,"frozenset({'violet georgette long sleeve', 'black foam rubber long coat'})"
923,0.019099590723055934,"frozenset({'violet georgette short sleeves', 'black foam rubber long coat'})"
924,0.010134476710192944,"frozenset({'violet georgette sleeveless', 'black foam rubber long coat'})"
925,0.010914051841746248,"frozenset({'violet nice long sleeve', 'black foam rubber long coat'})"
926,0.011888520756187878,"frozenset({'white cotton printed shirt', 'black foam rubber long coat'})"
927,0.015201715065289417,"frozenset({'white georgette short sleeves', 'black foam rubber long coat'})"
928,0.017345546677061,"frozenset({'white georgette sleeveless', 'black foam rubber long coat'})"
929,0.011108945624634574,"frozenset({'white matte jersey printed shirt', 'black foam rubber long coat'})"
930,0.010524264275969596,"frozenset({'yellow georgette short sleeves', 'black foam rubber long coat'})"
931,0.019099590723055934,"frozenset({'black georgette doll dress', 'black frise kimono dress'})"
932,0.011498733190411226,"frozenset({'black georgette long dress', 'black frise kimono dress'})"
933,0.01832001559150263,"frozenset({'black georgette long sleeve', 'black frise kimono dress'})"
934,0.013252777236406159,"frozenset({'black georgette short sleeves', 'black frise kimono dress'})"
935,0.013447671019294484,"frozenset({'black matte jersey solid color top', 'black frise kimono dress'})"
936,0.014422139933736113,"frozenset({'black milano stitch culottes', 'black frise kimono dress'})"
937,0.02299746638082245,"frozenset({'black nice long sleeve', 'black frise kimono dress'})"
938,0.01227830832196453,"frozenset({'black nice short cardigan', 'black frise kimono dress'})"
939,0.015006821282401092,"frozenset({'black scuba crepe culottes', 'black frise kimono dress'})"
940,0.01637107776261937,"frozenset({'black technical culottes', 'black frise kimono dress'})"
941,0.014811927499512765,"frozenset({'blue dark jeans culottes', 'black frise kimono dress'})"
942,0.013447671019294484,"frozenset({'blue light jeans culottes', 'black frise kimono dress'})"
943,0.011108945624634574,"frozenset({'brown acrylic kimono dress', 'black frise kimono dress'})"
944,0.01793022802572598,"frozenset({'black frise kimono dress', 'brown frise kimono dress'})"
945,0.010914051841746248,"frozenset({'grey acrylic kimono dress', 'black frise kimono dress'})"
946,0.010524264275969596,"frozenset({'violet georgette short sleeves', 'black frise kimono dress'})"
947,0.0113038394075229,"frozenset({'white georgette short sleeves', 'black frise kimono dress'})"
948,0.010524264275969596,"frozenset({'white georgette sleeveless', 'black frise kimono dress'})"
949,0.03956343792633015,"frozenset({'black georgette doll dress', 'black georgette culottes'})"
950,0.012473202104852855,"frozenset({'black georgette culottes', 'black georgette drop sleeve'})"
951,0.013447671019294484,"frozenset({'black georgette gitana skirt', 'black georgette culottes'})"
952,0.010134476710192944,"frozenset({'black georgette culottes', 'black georgette jumpsuit'})"
953,0.02592087312414734,"frozenset({'black georgette culottes', 'black georgette long dress'})"
954,0.038978756577665176,"frozenset({'black georgette long sleeve', 'black georgette culottes'})"
955,0.03352173065679205,"frozenset({'black georgette culottes', 'black georgette short sleeves'})"
956,0.027285129604365622,"frozenset({'black georgette culottes', 'black georgette sleeveless'})"
957,0.012473202104852855,"frozenset({'black lace sleeveless', 'black georgette culottes'})"
958,0.010914051841746248,"frozenset({'black lurex solid color top', 'black georgette culottes'})"
959,0.02397193529526408,"frozenset({'black matte jersey solid color top', 'black georgette culottes'})"
960,0.02825959851880725,"frozenset({'black georgette culottes', 'black milano stitch culottes'})"
961,0.04794387059052816,"frozenset({'black georgette culottes', 'black nice long sleeve'})"
962,0.02825959851880725,"frozenset({'black georgette culottes', 'black nice short cardigan'})"
963,0.01461703371662444,"frozenset({'black polyviscous culottes', 'black georgette culottes'})"
964,0.011693626973299552,"frozenset({'black georgette culottes', 'black satin cotton culottes'})"
965,0.03741960631455857,"frozenset({'black georgette culottes', 'black scuba crepe culottes'})"
966,0.015396608848177742,"frozenset({'black scuba crepe doll dress', 'black georgette culottes'})"
967,0.011693626973299552,"frozenset({'black scuba crepe drop sleeve', 'black georgette culottes'})"
968,0.010329370493081271,"frozenset({'black scuba crepe long sleeve', 'black georgette culottes'})"
969,0.012668095887741182,"frozenset({'black georgette culottes', 'black silky satin long dress'})"
970,0.04872344572208147,"frozenset({'black georgette culottes', 'black technical culottes'})"
971,0.012668095887741182,"frozenset({'black tulle long dress', 'black georgette culottes'})"
972,0.03059832391346716,"frozenset({'black georgette culottes', 'blue dark jeans culottes'})"
973,0.011888520756187878,"frozenset({'black georgette culottes', 'blue heavy jeans culottes'})"
974,0.027480023387253947,"frozenset({'black georgette culottes', 'blue light jeans culottes'})"
975,0.010524264275969596,"frozenset({'brown acrylic kimono dress', 'black georgette culottes'})"
976,0.014032352367959463,"frozenset({'black georgette culottes', 'brown frise kimono dress'})"
977,0.012083414539076203,"frozenset({'black georgette culottes', 'brown georgette long sleeve'})"
978,0.013252777236406159,"frozenset({'black georgette culottes', 'brown nice long sleeve'})"
979,0.019099590723055934,"frozenset({'black georgette culottes', 'green bengaline culottes'})"
980,0.013057883453517832,"frozenset({'green cotton culottes', 'black georgette culottes'})"
981,0.01461703371662444,"frozenset({'grey nice long sleeve', 'black georgette culottes'})"
982,0.011498733190411226,"frozenset({'black georgette culottes', 'violet bengaline culottes'})"
983,0.01461703371662444,"frozenset({'black georgette culottes', 'violet georgette doll dress'})"
984,0.013252777236406159,"frozenset({'violet georgette long sleeve', 'black georgette culottes'})"
985,0.030988111479243814,"frozenset({'black georgette culottes', 'violet georgette short sleeves'})"
986,0.017735334242837655,"frozenset({'black georgette culottes', 'violet georgette sleeveless'})"
987,0.012473202104852855,"frozenset({'black georgette culottes', 'violet lurex solid color top'})"
988,0.011888520756187878,"frozenset({'black georgette culottes', 'violet nice long sleeve'})"
989,0.016176183979731047,"frozenset({'black georgette culottes', 'white cotton printed shirt'})"
990,0.011108945624634574,"frozenset({'white georgette long sleeve', 'black georgette culottes'})"
991,0.029039173650360555,"frozenset({'black georgette culottes', 'white georgette short sleeves'})"
992,0.024166829078152405,"frozenset({'white georgette sleeveless', 'black georgette culottes'})"
993,0.012668095887741182,"frozenset({'white matte jersey printed shirt', 'black georgette culottes'})"
994,0.021828103683492497,"frozenset({'black georgette culottes', 'white silky satin culottes'})"
995,0.011108945624634574,"frozenset({'black georgette culottes', 'white tulle patterned top'})"
996,0.014811927499512765,"frozenset({'black georgette culottes', 'yellow georgette short sleeves'})"
997,0.03157279282790879,"frozenset({'black georgette doll dress', 'black georgette drop sleeve'})"
998,0.025141297992594035,"frozenset({'black georgette gitana skirt', 'black georgette doll dress'})"
999,0.021048528551939193,"frozenset({'black georgette doll dress', 'black georgette jumpsuit'})"
1000,0.07815240693821868,"frozenset({'black georgette doll dress', 'black georgette long dress'})"
1001,0.12609627752874683,"frozenset({'black georgette long sleeve', 'black georgette doll dress'})"
1002,0.09140518417462483,"frozenset({'black georgette doll dress', 'black georgette short sleeves'})"
1003,0.06957708049113233,"frozenset({'black georgette doll dress', 'black georgette sleeveless'})"
1004,0.03254726174235042,"frozenset({'black lace sleeveless', 'black georgette doll dress'})"
1005,0.034691093354122,"frozenset({'black lurex solid color top', 'black georgette doll dress'})"
1006,0.0670434613135841,"frozenset({'black matte jersey solid color top', 'black georgette doll dress'})"
1007,0.08575326447086339,"frozenset({'black georgette doll dress', 'black milano stitch culottes'})"
1008,0.14987331904112258,"frozenset({'black georgette doll dress', 'black nice long sleeve'})"
1009,0.027674917170142272,"frozenset({'black georgette doll dress', 'black nice medium cardigan'})"
1010,0.09101539660884818,"frozenset({'black georgette doll dress', 'black nice short cardigan'})"
1011,0.02553108555837069,"frozenset({'black nice short sleeves', 'black georgette doll dress'})"
1012,0.0399532254921068,"frozenset({'black polyviscous culottes', 'black georgette doll dress'})"
1013,0.0286493860845839,"frozenset({'black georgette doll dress', 'black satin cotton culottes'})"
1014,0.1062171116741376,"frozenset({'black georgette doll dress', 'black scuba crepe culottes'})"
1015,0.06353537322159424,"frozenset({'black scuba crepe doll dress', 'black georgette doll dress'})"
1016,0.034691093354122,"frozenset({'black scuba crepe drop sleeve', 'black georgette doll dress'})"
1017,0.03702981874878191,"frozenset({'black scuba crepe long sleeve', 'black georgette doll dress'})"
1018,0.0226076788150458,"frozenset({'black georgette doll dress', 'black silky satin culottes'})"
1019,0.03741960631455857,"frozenset({'black georgette doll dress', 'black silky satin long dress'})"
1020,0.024361722861040734,"frozenset({'black silky satin sleeveless', 'black georgette doll dress'})"
1021,0.1385694796335997,"frozenset({'black georgette doll dress', 'black technical culottes'})"
1022,0.033716624439680376,"frozenset({'black tulle doll dress', 'black georgette doll dress'})"
1023,0.04034301305788345,"frozenset({'black tulle long dress', 'black georgette doll dress'})"
1024,0.027090235821477293,"frozenset({'black georgette doll dress', 'black tulle patterned top'})"
1025,0.026505554472812318,"frozenset({'black georgette doll dress', 'black viscose twill culottes'})"
1026,0.016176183979731047,"frozenset({'blue chambree culottes', 'black georgette doll dress'})"
1027,0.09549795361527967,"frozenset({'black georgette doll dress', 'blue dark jeans culottes'})"
1028,0.03059832391346716,"frozenset({'black georgette doll dress', 'blue heavy jeans culottes'})"
1029,0.07756772558955369,"frozenset({'black georgette doll dress', 'blue light jeans culottes'})"
1030,0.033131943091015394,"frozenset({'brown acrylic kimono dress', 'black georgette doll dress'})"
1031,0.027869810953030597,"frozenset({'brown cotton culottes', 'black georgette doll dress'})"
1032,0.021048528551939193,"frozenset({'brown embossed drop sleeve', 'black georgette doll dress'})"
1033,0.0407328006236601,"frozenset({'black georgette doll dress', 'brown frise kimono dress'})"
1034,0.03975833170921848,"frozenset({'black georgette doll dress', 'brown georgette long sleeve'})"
1035,0.029428961216137205,"frozenset({'brown matte jersey doll dress', 'black georgette doll dress'})"
1036,0.04268173845254336,"frozenset({'black georgette doll dress', 'brown nice long sleeve'})"
1037,0.05807834730072111,"frozenset({'black georgette doll dress', 'green bengaline culottes'})"
1038,0.03157279282790879,"frozenset({'green bengaline drop sleeve', 'black georgette doll dress'})"
1039,0.03722471253167024,"frozenset({'green cotton culottes', 'black georgette doll dress'})"
1040,0.04014811927499513,"frozenset({'black georgette doll dress', 'green georgette doll dress'})"
1041,0.019099590723055934,"frozenset({'black georgette doll dress', 'green viscose twill culottes'})"
1042,0.03488598713701033,"frozenset({'grey acrylic kimono dress', 'black georgette doll dress'})"
1043,0.021438316117715846,"frozenset({'black georgette doll dress', 'grey acrylic long sleeve'})"
1044,0.02592087312414734,"frozenset({'black georgette doll dress', 'grey acrylic maxi'})"
1045,0.021048528551939193,"frozenset({'black georgette doll dress', 'grey cotton culottes'})"
1046,0.02494640420970571,"frozenset({'grey frise kimono dress', 'black georgette doll dress'})"
1047,0.04112258818943676,"frozenset({'grey georgette doll dress', 'black georgette doll dress'})"
1048,0.019489378288832588,"frozenset({'grey lurex solid color top', 'black georgette doll dress'})"
1049,0.027480023387253947,"frozenset({'black georgette doll dress', 'grey matte jersey printed shirt'})"
1050,0.047359189241863185,"frozenset({'grey nice long sleeve', 'black georgette doll dress'})"
1051,0.020074059637497563,"frozenset({'black georgette doll dress', 'grey polyviscous culottes'})"
1052,0.023192360163710776,"frozenset({'black georgette doll dress', 'grey polyviscous trapeze dress'})"
1053,0.019684272071720913,"frozenset({'black georgette doll dress', 'grey scuba crepe culottes'})"
1054,0.015201715065289417,"frozenset({'black georgette doll dress', 'red georgette long dress'})"
1055,0.02923406743324888,"frozenset({'black georgette doll dress', 'red georgette sleeveless'})"
1056,0.030988111479243814,"frozenset({'black georgette doll dress', 'violet bengaline culottes'})"
1057,0.026115766907035664,"frozenset({'violet frise kimono dress', 'black georgette doll dress'})"
1058,0.06431494835314754,"frozenset({'black georgette doll dress', 'violet georgette doll dress'})"
1059,0.0459949327616449,"frozenset({'violet georgette long sleeve', 'black georgette doll dress'})"
1060,0.0843890079906451,"frozenset({'black georgette doll dress', 'violet georgette short sleeves'})"
1061,0.04950302085363477,"frozenset({'black georgette doll dress', 'violet georgette sleeveless'})"
1062,0.03586045605145196,"frozenset({'black georgette doll dress', 'violet lurex solid color top'})"
1063,0.038978756577665176,"frozenset({'black georgette doll dress', 'violet nice long sleeve'})"
1064,0.021048528551939193,"frozenset({'black georgette doll dress', 'violet silky satin long dress'})"
1065,0.027090235821477293,"frozenset({'violet silky satin sleeveless', 'black georgette doll dress'})"
1066,0.04307152601832002,"frozenset({'black georgette doll dress', 'white cotton printed shirt'})"
1067,0.018125121808614305,"frozenset({'white georgette long dress', 'black georgette doll dress'})"
1068,0.033326836873903726,"frozenset({'white georgette long sleeve', 'black georgette doll dress'})"
1069,0.07133112453712727,"frozenset({'black georgette doll dress', 'white georgette short sleeves'})"
1070,0.06626388618203079,"frozenset({'white georgette sleeveless', 'black georgette doll dress'})"
1071,0.03819918144611187,"frozenset({'white matte jersey printed shirt', 'black georgette doll dress'})"
1072,0.036055349834340285,"frozenset({'black georgette doll dress', 'white silky satin culottes'})"
1073,0.04365620736698499,"frozenset({'black georgette doll dress', 'white tulle patterned top'})"
1074,0.022412785032157476,"frozenset({'white viscose twill short sleeves', 'black georgette doll dress'})"
1075,0.021048528551939193,"frozenset({'black georgette doll dress', 'yellow crepe trapeze dress'})"
1076,0.04307152601832002,"frozenset({'black georgette doll dress', 'yellow georgette short sleeves'})"
1077,0.01832001559150263,"frozenset({'black georgette drop sleeve', 'black georgette long dress'})"
1078,0.04014811927499513,"frozenset({'black georgette long sleeve', 'black georgette drop sleeve'})"
1079,0.025725979341259014,"frozenset({'black georgette drop sleeve', 'black georgette short sleeves'})"
1080,0.020853634769050867,"frozenset({'black georgette drop sleeve', 'black georgette sleeveless'})"
1081,0.010329370493081271,"frozenset({'black lurex solid color top', 'black georgette drop sleeve'})"
1082,0.020853634769050867,"frozenset({'black matte jersey solid color top', 'black georgette drop sleeve'})"
1083,0.024751510426817384,"frozenset({'black georgette drop sleeve', 'black milano stitch culottes'})"
1084,0.03800428766322354,"frozenset({'black nice long sleeve', 'black georgette drop sleeve'})"
1085,0.02299746638082245,"frozenset({'black georgette drop sleeve', 'black nice short cardigan'})"
1086,0.030793217696355485,"frozenset({'black georgette drop sleeve', 'black scuba crepe culottes'})"
1087,0.036055349834340285,"frozenset({'black georgette drop sleeve', 'black technical culottes'})"
1088,0.027869810953030597,"frozenset({'blue dark jeans culottes', 'black georgette drop sleeve'})"
1089,0.02299746638082245,"frozenset({'black georgette drop sleeve', 'blue light jeans culottes'})"
1090,0.010329370493081271,"frozenset({'brown embossed drop sleeve', 'black georgette drop sleeve'})"
1091,0.011108945624634574,"frozenset({'black georgette drop sleeve', 'brown frise kimono dress'})"
1092,0.014422139933736113,"frozenset({'black georgette drop sleeve', 'brown georgette long sleeve'})"
1093,0.010719158058857923,"frozenset({'brown nice long sleeve', 'black georgette drop sleeve'})"
1094,0.014811927499512765,"frozenset({'black georgette drop sleeve', 'green bengaline culottes'})"
1095,0.010914051841746248,"frozenset({'green cotton culottes', 'black georgette drop sleeve'})"
1096,0.010329370493081271,"frozenset({'grey nice long sleeve', 'black georgette drop sleeve'})"
1097,0.011693626973299552,"frozenset({'black georgette drop sleeve', 'violet georgette doll dress'})"
1098,0.015006821282401092,"frozenset({'violet georgette long sleeve', 'black georgette drop sleeve'})"
1099,0.021243422334827518,"frozenset({'violet georgette short sleeves', 'black georgette drop sleeve'})"
1100,0.010914051841746248,"frozenset({'black georgette drop sleeve', 'violet georgette sleeveless'})"
1101,0.011108945624634574,"frozenset({'violet nice long sleeve', 'black georgette drop sleeve'})"
1102,0.017540440459949326,"frozenset({'white georgette short sleeves', 'black georgette drop sleeve'})"
1103,0.020074059637497563,"frozenset({'white georgette sleeveless', 'black georgette drop sleeve'})"
1104,0.0113038394075229,"frozenset({'white tulle patterned top', 'black georgette drop sleeve'})"
1105,0.017150652894172676,"frozenset({'black georgette drop sleeve', 'yellow georgette short sleeves'})"
1106,0.02358214772948743,"frozenset({'black georgette gitana skirt', 'black georgette long dress'})"
1107,0.028064704735918926,"frozenset({'black georgette gitana skirt', 'black georgette long sleeve'})"
1108,0.021828103683492497,"frozenset({'black georgette gitana skirt', 'black georgette short sleeves'})"
1109,0.01793022802572598,"frozenset({'black georgette gitana skirt', 'black georgette sleeveless'})"
1110,0.014422139933736113,"frozenset({'black matte jersey solid color top', 'black georgette gitana skirt'})"
1111,0.014227246150847788,"frozenset({'black georgette gitana skirt', 'black milano stitch culottes'})"
1112,0.028064704735918926,"frozenset({'black georgette gitana skirt', 'black nice long sleeve'})"
1113,0.015786396413954396,"frozenset({'black georgette gitana skirt', 'black nice short cardigan'})"
1114,0.01890469694016761,"frozenset({'black georgette gitana skirt', 'black scuba crepe culottes'})"
1115,0.02592087312414734,"frozenset({'black georgette gitana skirt', 'black technical culottes'})"
1116,0.010914051841746248,"frozenset({'black georgette gitana skirt', 'black tulle long dress'})"
1117,0.02163320990060417,"frozenset({'black georgette gitana skirt', 'blue dark jeans culottes'})"
1118,0.017540440459949326,"frozenset({'black georgette gitana skirt', 'blue light jeans culottes'})"
1119,0.010329370493081271,"frozenset({'black georgette gitana skirt', 'brown nice long sleeve'})"
1120,0.0113038394075229,"frozenset({'black georgette gitana skirt', 'violet georgette doll dress'})"
1121,0.021048528551939193,"frozenset({'black georgette gitana skirt', 'violet georgette short sleeves'})"
1122,0.011693626973299552,"frozenset({'black georgette gitana skirt', 'violet georgette sleeveless'})"
1123,0.02163320990060417,"frozenset({'black georgette gitana skirt', 'white georgette short sleeves'})"
1124,0.013252777236406159,"frozenset({'white georgette sleeveless', 'black georgette gitana skirt'})"
1125,0.01227830832196453,"frozenset({'black georgette gitana skirt', 'white silky satin culottes'})"
1126,0.010524264275969596,"frozenset({'black georgette gitana skirt', 'yellow georgette short sleeves'})"
1127,0.018709803157279284,"frozenset({'black georgette long dress', 'black georgette jumpsuit'})"
1128,0.0226076788150458,"frozenset({'black georgette long sleeve', 'black georgette jumpsuit'})"
1129,0.01929448450594426,"frozenset({'black georgette jumpsuit', 'black georgette short sleeves'})"
1130,0.01598129019684272,"frozenset({'black georgette jumpsuit', 'black georgette sleeveless'})"
1131,0.013252777236406159,"frozenset({'black matte jersey solid color top', 'black georgette jumpsuit'})"
1132,0.017150652894172676,"frozenset({'black milano stitch culottes', 'black georgette jumpsuit'})"
1133,0.029039173650360555,"frozenset({'black nice long sleeve', 'black georgette jumpsuit'})"
1134,0.013252777236406159,"frozenset({'black nice short cardigan', 'black georgette jumpsuit'})"
1135,0.020463847203274217,"frozenset({'black scuba crepe culottes', 'black georgette jumpsuit'})"
1136,0.029039173650360555,"frozenset({'black georgette jumpsuit', 'black technical culottes'})"
1137,0.022217891249269147,"frozenset({'blue dark jeans culottes', 'black georgette jumpsuit'})"
1138,0.018125121808614305,"frozenset({'blue light jeans culottes', 'black georgette jumpsuit'})"
1139,0.010524264275969596,"frozenset({'green bengaline culottes', 'black georgette jumpsuit'})"
1140,0.01637107776261937,"frozenset({'violet georgette short sleeves', 'black georgette jumpsuit'})"
1141,0.014032352367959463,"frozenset({'white georgette short sleeves', 'black georgette jumpsuit'})"
1142,0.011693626973299552,"frozenset({'white georgette sleeveless', 'black georgette jumpsuit'})"
1143,0.06489962970181251,"frozenset({'black georgette long sleeve', 'black georgette long dress'})"
1144,0.05281621516273631,"frozenset({'black georgette long dress', 'black georgette short sleeves'})"
1145,0.0452153576300916,"frozenset({'black georgette long dress', 'black georgette sleeveless'})"
1146,0.023777041512375755,"frozenset({'black lace sleeveless', 'black georgette long dress'})"
1147,0.02026895342038589,"frozenset({'black lurex solid color top', 'black georgette long dress'})"
1148,0.04677450789319821,"frozenset({'black matte jersey solid color top', 'black georgette long dress'})"
1149,0.052621321379847985,"frozenset({'black milano stitch culottes', 'black georgette long dress'})"
1150,0.08614305203664004,"frozenset({'black nice long sleeve', 'black georgette long dress'})"
1151,0.01559150263106607,"frozenset({'black nice medium cardigan', 'black georgette long dress'})"
1152,0.04677450789319821,"frozenset({'black nice short cardigan', 'black georgette long dress'})"
1153,0.012473202104852855,"frozenset({'black nice short sleeves', 'black georgette long dress'})"
1154,0.02299746638082245,"frozenset({'black polyviscous culottes', 'black georgette long dress'})"
1155,0.016565971545507697,"frozenset({'black satin cotton culottes', 'black georgette long dress'})"
1156,0.0670434613135841,"frozenset({'black scuba crepe culottes', 'black georgette long dress'})"
1157,0.03235236795946209,"frozenset({'black scuba crepe doll dress', 'black georgette long dress'})"
1158,0.02026895342038589,"frozenset({'black scuba crepe drop sleeve', 'black georgette long dress'})"
1159,0.020658740986162542,"frozenset({'black scuba crepe long sleeve', 'black georgette long dress'})"
1160,0.0113038394075229,"frozenset({'black silky satin culottes', 'black georgette long dress'})"
1161,0.0286493860845839,"frozenset({'black silky satin long dress', 'black georgette long dress'})"
1162,0.015396608848177742,"frozenset({'black silky satin sleeveless', 'black georgette long dress'})"
1163,0.08049113233287858,"frozenset({'black georgette long dress', 'black technical culottes'})"
1164,0.020658740986162542,"frozenset({'black tulle doll dress', 'black georgette long dress'})"
1165,0.02962385499902553,"frozenset({'black tulle long dress', 'black georgette long dress'})"
1166,0.019489378288832588,"frozenset({'black tulle patterned top', 'black georgette long dress'})"
1167,0.023192360163710776,"frozenset({'black viscose twill culottes', 'black georgette long dress'})"
1168,0.012083414539076203,"frozenset({'blue chambree culottes', 'black georgette long dress'})"
1169,0.059832391346716036,"frozenset({'blue dark jeans culottes', 'black georgette long dress'})"
1170,0.025141297992594035,"frozenset({'black georgette long dress', 'blue heavy jeans culottes'})"
1171,0.052036640031183,"frozenset({'blue light jeans culottes', 'black georgette long dress'})"
1172,0.020853634769050867,"frozenset({'brown acrylic kimono dress', 'black georgette long dress'})"
1173,0.01637107776261937,"frozenset({'brown cotton culottes', 'black georgette long dress'})"
1174,0.012473202104852855,"frozenset({'brown embossed drop sleeve', 'black georgette long dress'})"
1175,0.021828103683492497,"frozenset({'black georgette long dress', 'brown frise kimono dress'})"
1176,0.020853634769050867,"frozenset({'black georgette long dress', 'brown georgette long sleeve'})"
1177,0.019099590723055934,"frozenset({'brown matte jersey doll dress', 'black georgette long dress'})"
1178,0.025336191775482363,"frozenset({'brown nice long sleeve', 'black georgette long dress'})"
1179,0.03547066848567531,"frozenset({'black georgette long dress', 'green bengaline culottes'})"
1180,0.015396608848177742,"frozenset({'green bengaline drop sleeve', 'black georgette long dress'})"
1181,0.024751510426817384,"frozenset({'green cotton culottes', 'black georgette long dress'})"
1182,0.0226076788150458,"frozenset({'black georgette long dress', 'green georgette doll dress'})"
1183,0.015006821282401092,"frozenset({'green viscose twill culottes', 'black georgette long dress'})"
1184,0.024361722861040734,"frozenset({'grey acrylic kimono dress', 'black georgette long dress'})"
1185,0.011498733190411226,"frozenset({'black georgette long dress', 'grey acrylic long sleeve'})"
1186,0.01637107776261937,"frozenset({'black georgette long dress', 'grey acrylic maxi'})"
1187,0.014227246150847788,"frozenset({'black georgette long dress', 'grey cotton culottes'})"
1188,0.012083414539076203,"frozenset({'grey frise kimono dress', 'black georgette long dress'})"
1189,0.01890469694016761,"frozenset({'grey georgette doll dress', 'black georgette long dress'})"
1190,0.011693626973299552,"frozenset({'grey lurex solid color top', 'black georgette long dress'})"
1191,0.015786396413954396,"frozenset({'grey matte jersey printed shirt', 'black georgette long dress'})"
1192,0.02592087312414734,"frozenset({'grey nice long sleeve', 'black georgette long dress'})"
1193,0.014227246150847788,"frozenset({'grey polyviscous culottes', 'black georgette long dress'})"
1194,0.012862989670629507,"frozenset({'grey scuba crepe culottes', 'black georgette long dress'})"
1195,0.01461703371662444,"frozenset({'red georgette long dress', 'black georgette long dress'})"
1196,0.020853634769050867,"frozenset({'red georgette sleeveless', 'black georgette long dress'})"
1197,0.020463847203274217,"frozenset({'violet bengaline culottes', 'black georgette long dress'})"
1198,0.017150652894172676,"frozenset({'violet frise kimono dress', 'black georgette long dress'})"
1199,0.03176768661079712,"frozenset({'violet georgette doll dress', 'black georgette long dress'})"
1200,0.02026895342038589,"frozenset({'violet georgette long sleeve', 'black georgette long dress'})"
1201,0.04541025141297993,"frozenset({'violet georgette short sleeves', 'black georgette long dress'})"
1202,0.03118300526213214,"frozenset({'violet georgette sleeveless', 'black georgette long dress'})"
1203,0.022412785032157476,"frozenset({'violet lurex solid color top', 'black georgette long dress'})"
1204,0.018709803157279284,"frozenset({'violet nice long sleeve', 'black georgette long dress'})"
1205,0.014032352367959463,"frozenset({'black georgette long dress', 'violet silky satin long dress'})"
1206,0.011108945624634574,"frozenset({'violet silky satin sleeveless', 'black georgette long dress'})"
1207,0.022412785032157476,"frozenset({'white cotton printed shirt', 'black georgette long dress'})"
1208,0.022802572597934126,"frozenset({'white georgette long dress', 'black georgette long dress'})"
